166,imx95,43040,0.228871,status=OK
167,zeta,30162,0.487752,status=OK
168,epsilon,41736,0.935547,status=WARN
169,cache,42979,0.124076,status=OK
170,alpha,37956,0.989799,status=OK
171,epsilon,1328,0.390262,status=OK
172,cache,74889,0.316672,status=OK
173,alpha,62187,0.399160,status=OK
174,delta,88507,0.131758,status=OK
175,vector,91214,0.731204,status=FAIL
176,imx95,45667,0.082009,status=FAIL
177,delta,15669,0.799966,status=OK
178,wattson,12609,0.784515,status=WARN
179,cache,97760,0.484564,status=WARN
180,activity,72517,0.674566,status=WARN
181,ddr,49141,0.954632,status=OK
182,imx95,40885,0.241176,status=WARN
183,qemu,54787,0.469173,status=OK
184,miss,84821,0.611153,status=OK
185,delta,12326,0.383755,status=OK
186,imx95,59736,0.801486,status=OK
187,cache,95775,0.594940,status=OK
188,vector,45963,0.931438,status=OK
189,alpha,59567,0.241541,status=OK
190,sgm,42763,0.404562,status=OK
191,wattson,54549,0.176552,status=FAIL
192,alpha,15387,0.455049,status=FAIL
193,activity,5998,0.413305,status=FAIL
194,ddr,37003,0.559479,status=FAIL
195,cache,58278,0.270052,status=WARN
196,delta,33456,0.873807,status=WARN
197,cache,72136,0.867923,status=FAIL
198,zeta,95065,0.991204,status=FAIL
199,imx95,13270,0.337776,status=WARN
200,vector,47081,0.639493,status=WARN
201,sgm,60646,0.951825,status=FAIL
202,qemu,1845,0.993174,status=OK
203,ddr,3633,0.551677,status=OK
204,alpha,74484,0.302753,status=OK
205,ddr,21369,0.515734,status=WARN
206,vector,28300,0.396912,status=FAIL
207,gamma,19727,0.912162,status=WARN
208,sgm,28463,0.090990,status=OK
209,sgm,33931,0.966417,status=OK
210,gamma,40531,0.264429,status=WARN
211,epsilon,67589,0.012527,status=WARN
212,alpha,45964,0.072227,status=OK
213,alpha,39087,0.699491,status=FAIL
214,qemu,29633,0.264264,status=OK
215,ddr,36550,0.738768,status=OK
216,vector,3979,0.122251,status=OK
217,zeta,79542,0.610926,status=WARN
218,delta,68341,0.263932,status=WARN
219,alpha,36637,0.079800,status=FAIL
220,alpha,32600,0.806786,status=FAIL
221,delta,36159,0.396582,status=WARN
222,cache,92386,0.608129,status=OK
223,activity,40572,0.947829,status=WARN
224,imx95,15410,0.646262,status=OK
225,alpha,60861,0.414289,status=OK
226,vector,25664,0.404352,status=OK
227,qemu,19547,0.745609,status=FAIL
228,ddr,74175,0.735044,status=WARN
229,imx95,27646,0.175055,status=OK
230,beta,15238,0.378387,status=FAIL
231,alpha,77723,0.015327,status=FAIL
232,miss,95396,0.956232,status=WARN
233,vector,89703,0.141250,status=FAIL
234,delta,40716,0.122312,status=OK
235,alpha,39986,0.379773,status=WARN
236,delta,93627,0.834282,status=FAIL
237,gamma,82922,0.274358,status=OK
238,miss,60662,0.046739,status=WARN
239,wattson,15122,0.010752,status=OK
240,qemu,87619,0.969669,status=WARN
241,zeta,71975,0.583270,status=FAIL
242,activity,2470,0.501002,status=FAIL
243,sgm,14287,0.508359,status=FAIL
244,wattson,39644,0.607849,status=OK
245,vector,98287,0.297839,status=OK
246,delta,46142,0.362456,status=WARN
247,beta,79510,0.030551,status=WARN
248,alpha,89018,0.129341,status=WARN
249,epsilon,65587,0.914028,status=WARN
250,miss,50241,0.431330,status=WARN
251,epsilon,4427,0.510242,status=FAIL
252,cache,94623,0.020100,status=FAIL
253,imx95,75491,0.814598,status=FAIL
254,alpha,13030,0.000717,status=WARN
255,wattson,45271,0.628048,status=OK
256,delta,10368,0.508036,status=WARN
257,zeta,10646,0.681372,status=OK
258,cache,4082,0.897564,status=WARN
259,zeta,51644,0.164045,status=FAIL
260,ddr,22302,0.763077,status=FAIL
261,activity,41733,0.838456,status=OK
262,alpha,12671,0.142452,status=WARN
263,qemu,68989,0.082932,status=OK
264,vector,36608,0.601764,status=FAIL
265,sgm,24404,0.625929,status=FAIL
266,beta,1623,0.866769,status=FAIL
267,imx95,74627,0.196156,status=WARN
268,alpha,44589,0.686608,status=WARN
269,sgm,9102,0.596147,status=WARN
270,gamma,916,0.017143,status=OK
271,wattson,21473,0.122836,status=OK
272,sgm,6565,0.458549,status=OK
273,qemu,31440,0.798865,status=OK
274,alpha,5080,0.547157,status=OK
275,alpha,37756,0.646162,status=WARN
276,sgm,71687,0.324884,status=OK
277,imx95,32447,0.844781,status=FAIL
278,epsilon,70178,0.635634,status=FAIL
279,miss,87190,0.544720,status=WARN
280,imx95,12451,0.996456,status=WARN
281,epsilon,61323,0.975495,status=OK
282,imx95,36183,0.915077,status=WARN
283,cache,52305,0.930470,status=WARN
284,beta,14189,0.128046,status=WARN
285,zeta,5910,0.109608,status=WARN
286,zeta,4501,0.454358,status=FAIL
287,activity,4153,0.561166,status=WARN
288,zeta,4470,0.330996,status=WARN
289,delta,55736,0.156851,status=WARN
290,qemu,99074,0.654985,status=FAIL
291,alpha,42879,0.345635,status=WARN
292,qemu,3859,0.927354,status=FAIL
293,gamma,2899,0.574747,status=WARN
294,zeta,64609,0.820234,status=OK
295,imx95,11637,0.885431,status=OK
296,activity,15300,0.607224,status=OK
297,miss,91886,0.558068,status=OK
298,wattson,68,0.484129,status=OK
299,alpha,36591,0.591040,status=OK
300,epsilon,41452,0.761374,status=OK
301,ddr,26712,0.037221,status=WARN
302,sgm,7967,0.286905,status=OK
303,epsilon,11127,0.430854,status=WARN
304,zeta,45408,0.422976,status=OK
305,ddr,65340,0.444072,status=WARN
306,zeta,60090,0.089709,status=FAIL
307,qemu,74660,0.267601,status=WARN
308,cache,95585,0.269655,status=WARN
309,alpha,56317,0.240155,status=FAIL
310,ddr,70595,0.144906,status=OK
311,vector,49426,0.841339,status=FAIL
312,zeta,12917,0.957161,status=WARN
313,alpha,14629,0.105301,status=FAIL
314,cache,64374,0.801546,status=WARN
315,beta,96783,0.735865,status=WARN
316,alpha,33251,0.731056,status=FAIL
317,alpha,48545,0.439738,status=FAIL
318,gamma,45420,0.807587,status=OK
319,ddr,28265,0.439457,status=FAIL
320,imx95,73532,0.620912,status=FAIL
321,sgm,64874,0.408272,status=WARN
322,wattson,42689,0.077012,status=FAIL
323,ddr,70183,0.479533,status=OK
324,alpha,40321,0.329954,status=OK
325,delta,12790,0.539969,status=OK
326,vector,36225,0.825524,status=WARN
327,epsilon,97685,0.123555,status=OK
328,cache,27905,0.890695,status=WARN
329,wattson,41236,0.734816,status=FAIL
330,wattson,6929,0.080593,status=FAIL
331,qemu,81923,0.700673,status=WARN
332,epsilon,46628,0.953886,status=WARN
333,alpha,8856,0.933108,status=OK
334,gamma,69754,0.005761,status=WARN
335,vector,87569,0.878190,status=WARN
336,alpha,79231,0.658002,status=WARN
337,beta,90944,0.264923,status=OK
338,miss,35467,0.140521,status=WARN
339,activity,47544,0.758824,status=WARN
340,zeta,89078,0.384675,status=FAIL
341,sgm,26262,0.147542,status=FAIL
342,delta,85852,0.847935,status=FAIL
343,zeta,97562,0.408363,status=OK
344,alpha,85225,0.890846,status=OK
345,vector,59508,0.980164,status=OK
346,beta,10324,0.712523,status=WARN
347,cache,26089,0.482649,status=WARN
348,activity,80143,0.777370,status=OK
349,miss,61692,0.930641,status=WARN
350,ddr,81355,0.693750,status=WARN
351,zeta,62400,0.585643,status=FAIL
352,miss,66265,0.039397,status=WARN
353,vector,64671,0.911824,status=FAIL
354,sgm,67513,0.459203,status=WARN
355,imx95,69700,0.808183,status=WARN
356,zeta,56472,0.887730,status=OK
357,cache,84725,0.103505,status=WARN
358,alpha,91864,0.736307,status=OK
359,zeta,33141,0.276527,status=OK
360,imx95,94822,0.361801,status=FAIL
361,gamma,23879,0.768367,status=WARN
362,cache,74088,0.836293,status=WARN
363,imx95,98218,0.634994,status=OK
364,miss,40306,0.846409,status=FAIL
365,imx95,51056,0.048144,status=OK
366,gamma,97686,0.528135,status=OK
367,miss,7183,0.207008,status=OK
368,ddr,3073,0.831260,status=WARN
369,zeta,66383,0.271898,status=OK
370,delta,75123,0.936262,status=OK
371,wattson,73069,0.277235,status=WARN
372,miss,71180,0.606299,status=WARN
373,ddr,11112,0.645339,status=FAIL
374,ddr,41230,0.731243,status=FAIL
375,qemu,47249,0.081426,status=OK
376,zeta,8317,0.084138,status=FAIL
377,epsilon,94700,0.805519,status=FAIL
378,vector,48363,0.531809,status=OK
379,imx95,77320,0.673663,status=FAIL
380,delta,84044,0.436873,status=OK
381,zeta,83470,0.368956,status=FAIL
382,beta,87118,0.351479,status=OK
383,epsilon,81786,0.458513,status=WARN
384,vector,98776,0.826869,status=OK
385,imx95,41780,0.853880,status=OK
386,activity,83930,0.375602,status=FAIL
387,delta,24914,0.743242,status=FAIL
388,sgm,15180,0.502943,status=FAIL
389,miss,59948,0.187038,status=OK
390,gamma,90409,0.659149,status=OK
391,alpha,54535,0.442967,status=FAIL
392,epsilon,52144,0.971563,status=OK
393,imx95,29574,0.587991,status=WARN
394,sgm,65079,0.354555,status=OK
395,vector,71106,0.184472,status=OK
396,qemu,64941,0.200621,status=OK
397,wattson,18188,0.426859,status=FAIL
398,ddr,85632,0.267103,status=OK
399,vector,82932,0.532116,status=OK
400,beta,14485,0.619310,status=OK
401,sgm,50130,0.898752,status=OK
402,miss,93902,0.232921,status=OK
403,gamma,65745,0.018568,status=OK
404,delta,23063,0.183182,status=OK
405,wattson,96394,0.880109,status=WARN
406,zeta,65050,0.737600,status=WARN
407,activity,15791,0.552981,status=OK
408,imx95,39509,0.145416,status=FAIL
409,delta,94780,0.449803,status=FAIL
410,ddr,32732,0.639314,status=FAIL
411,sgm,21533,0.376814,status=WARN
412,activity,34827,0.335331,status=OK
413,cache,77552,0.544537,status=FAIL
414,qemu,2405,0.668717,status=OK
415,ddr,98192,0.414873,status=FAIL
416,qemu,29679,0.385668,status=WARN
417,cache,79359,0.408657,status=OK
418,cache,90926,0.767005,status=FAIL
419,wattson,41230,0.067626,status=WARN
420,wattson,72237,0.820323,status=OK
421,miss,37552,0.850643,status=FAIL
422,imx95,77714,0.994457,status=FAIL
423,wattson,33207,0.773216,status=WARN
424,wattson,39092,0.118174,status=WARN
425,imx95,63029,0.341183,status=FAIL
426,delta,40840,0.300881,status=FAIL
427,activity,12407,0.159958,status=FAIL
428,delta,3832,0.469813,status=WARN
429,qemu,19103,0.364793,status=WARN
430,activity,32072,0.844379,status=WARN
431,miss,95674,0.860590,status=WARN
432,alpha,91339,0.264202,status=WARN
433,epsilon,73911,0.376298,status=WARN
434,gamma,35896,0.377224,status=OK
435,delta,20754,0.398789,status=WARN
436,miss,37414,0.206085,status=FAIL
437,epsilon,72433,0.683907,status=OK
438,gamma,62789,0.811059,status=FAIL
439,wattson,46379,0.115038,status=FAIL
440,imx95,71960,0.482269,status=OK
441,qemu,29060,0.397098,status=WARN
442,activity,61876,0.522841,status=WARN
443,delta,83046,0.279082,status=WARN
444,miss,21011,0.871821,status=WARN
445,ddr,50186,0.160223,status=OK
446,qemu,42027,0.505028,status=WARN
447,vector,49671,0.698541,status=FAIL
448,zeta,99763,0.115189,status=WARN
449,zeta,25601,0.968836,status=FAIL
450,beta,72410,0.462014,status=OK
451,activity,3407,0.122893,status=FAIL
452,epsilon,26619,0.810971,status=WARN
453,delta,63283,0.045640,status=FAIL
454,wattson,64632,0.461953,status=FAIL
455,beta,12897,0.089744,status=FAIL
456,miss,51872,0.192195,status=WARN
457,epsilon,7912,0.070286,status=OK
458,miss,11979,0.903963,status=WARN
459,imx95,50991,0.252441,status=WARN
460,qemu,27064,0.946694,status=FAIL
461,ddr,16116,0.018153,status=OK
462,vector,46727,0.914831,status=FAIL
463,zeta,3210,0.787843,status=WARN
464,wattson,99442,0.314962,status=WARN
465,cache,71160,0.164557,status=WARN
466,qemu,62060,0.918889,status=OK
467,wattson,74203,0.783798,status=FAIL
468,epsilon,95272,0.299762,status=FAIL
469,wattson,294,0.686437,status=WARN
470,vector,58895,0.534549,status=OK
471,gamma,45125,0.766448,status=OK
472,sgm,38791,0.839339,status=FAIL
473,alpha,91601,0.412351,status=FAIL
474,vector,77668,0.718523,status=WARN
475,epsilon,95006,0.917020,status=WARN
476,epsilon,43196,0.971855,status=OK
477,activity,40437,0.696426,status=WARN
478,wattson,56876,0.972315,status=OK
479,zeta,90688,0.771825,status=OK
480,beta,84673,0.536444,status=FAIL
481,activity,79390,0.591800,status=WARN
482,qemu,66339,0.045549,status=FAIL
483,sgm,32032,0.219356,status=FAIL
484,activity,10341,0.576815,status=WARN
485,alpha,82309,0.815828,status=FAIL
486,delta,83326,0.831178,status=FAIL
487,zeta,52611,0.694162,status=WARN
488,zeta,81172,0.154027,status=OK
489,zeta,33111,0.142260,status=OK
490,imx95,26293,0.330093,status=FAIL
491,alpha,13,0.795637,status=OK
492,cache,30683,0.651116,status=OK
493,gamma,63009,0.756745,status=OK
494,miss,32556,0.742137,status=WARN
495,alpha,86273,0.837997,status=FAIL
496,delta,45979,0.437560,status=OK
497,gamma,21787,0.985261,status=FAIL
498,vector,25048,0.427177,status=WARN
499,sgm,6050,0.890828,status=OK
500,zeta,77790,0.477727,status=FAIL
501,delta,80714,0.260497,status=FAIL
502,sgm,52090,0.329962,status=WARN
503,wattson,67704,0.220914,status=WARN
504,sgm,83543,0.407118,status=FAIL
505,vector,92969,0.913428,status=OK
506,ddr,41761,0.542870,status=OK
507,cache,45639,0.218612,status=OK
508,ddr,32757,0.135976,status=OK
509,qemu,63627,0.181393,status=OK
510,imx95,30889,0.432186,status=WARN
511,cache,64584,0.195110,status=WARN
512,miss,15025,0.775079,status=FAIL
513,cache,4711,0.813713,status=WARN
514,alpha,75834,0.466982,status=OK
515,epsilon,25150,0.268341,status=FAIL
516,zeta,22411,0.060339,status=WARN
517,imx95,45706,0.414964,status=OK
518,zeta,85516,0.211506,status=FAIL
519,sgm,53338,0.005428,status=WARN
520,beta,81288,0.584110,status=OK
521,cache,47099,0.507238,status=OK
522,miss,23406,0.574991,status=WARN
523,cache,9740,0.936789,status=OK
524,beta,50670,0.623489,status=OK
525,wattson,78394,0.379435,status=OK
526,qemu,12054,0.933706,status=WARN
527,sgm,27287,0.373903,status=OK
528,sgm,62689,0.907102,status=FAIL
529,qemu,97992,0.157163,status=WARN
530,miss,15850,0.571843,status=FAIL
531,activity,98353,0.788380,status=FAIL
532,vector,95233,0.208160,status=WARN
533,cache,84646,0.126100,status=WARN
534,qemu,73420,0.297079,status=OK
535,qemu,30684,0.886879,status=WARN
536,ddr,4850,0.726110,status=FAIL
537,ddr,41071,0.271563,status=FAIL
538,qemu,5366,0.608888,status=WARN
539,vector,42924,0.194839,status=FAIL
540,sgm,33902,0.541783,status=OK
541,wattson,31622,0.093520,status=OK
542,gamma,95662,0.637087,status=FAIL
543,qemu,96565,0.894005,status=FAIL
544,wattson,73177,0.088213,status=WARN
545,epsilon,41749,0.055985,status=FAIL
546,sgm,1310,0.931396,status=FAIL
547,ddr,85279,0.078515,status=WARN
548,sgm,80584,0.210784,status=FAIL
549,imx95,99755,0.606674,status=WARN
550,gamma,13075,0.309988,status=WARN
551,imx95,70075,0.970416,status=FAIL
552,imx95,5215,0.870961,status=FAIL
553,ddr,85559,0.834506,status=WARN
554,alpha,93368,0.977276,status=FAIL
555,sgm,97164,0.610596,status=WARN
556,alpha,26437,0.922907,status=WARN
557,sgm,45872,0.045906,status=FAIL
558,wattson,31007,0.176886,status=OK
559,gamma,39371,0.987576,status=WARN
560,alpha,99349,0.156977,status=WARN
561,epsilon,86957,0.576294,status=WARN
562,alpha,24502,0.445943,status=FAIL
563,cache,42807,0.157848,status=FAIL
564,sgm,53251,0.098278,status=FAIL
565,wattson,90868,0.750288,status=WARN
566,imx95,8269,0.321286,status=OK
567,gamma,74222,0.165484,status=WARN
568,zeta,41736,0.566983,status=WARN
569,epsilon,93453,0.078869,status=FAIL
570,sgm,18755,0.846059,status=FAIL
571,sgm,44031,0.129165,status=FAIL
572,zeta,48871,0.843174,status=WARN
573,cache,7947,0.894059,status=WARN
574,beta,96683,0.281614,status=WARN
575,qemu,49681,0.083395,status=OK
576,qemu,1697,0.713037,status=OK
577,delta,74728,0.117934,status=FAIL
578,qemu,7787,0.609886,status=OK
579,gamma,99383,0.485065,status=FAIL
580,qemu,87489,0.943487,status=OK
581,activity,17463,0.206388,status=WARN
582,wattson,71815,0.053271,status=WARN
583,vector,90884,0.571723,status=FAIL
584,epsilon,5113,0.321333,status=FAIL
585,zeta,47139,0.088826,status=FAIL
586,gamma,23206,0.998169,status=OK
587,zeta,67910,0.054522,status=WARN
588,miss,28232,0.478588,status=FAIL
589,delta,72550,0.850062,status=OK
590,vector,8476,0.977381,status=OK
591,epsilon,65882,0.188869,status=FAIL
592,activity,63142,0.235178,status=WARN
593,beta,4370,0.936688,status=WARN
594,miss,33380,0.907815,status=WARN
595,zeta,70879,0.468992,status=WARN
596,zeta,57306,0.585533,status=FAIL
597,epsilon,19620,0.168241,status=WARN
598,ddr,2371,0.271829,status=WARN
599,miss,70146,0.531927,status=FAIL
600,epsilon,55037,0.327636,status=FAIL
601,delta,56122,0.662259,status=OK
602,epsilon,60266,0.610514,status=WARN
603,miss,49457,0.031194,status=FAIL
604,ddr,47861,0.710435,status=OK
605,epsilon,92751,0.752396,status=WARN
606,activity,40660,0.306219,status=WARN
607,sgm,38609,0.734223,status=WARN
608,imx95,51832,0.078683,status=OK
609,qemu,6941,0.834620,status=WARN
610,miss,98406,0.332676,status=WARN
611,alpha,95963,0.451340,status=WARN
612,beta,14540,0.184092,status=FAIL
613,ddr,83321,0.523236,status=FAIL
614,beta,30463,0.344499,status=FAIL
615,miss,14267,0.619897,status=WARN
616,gamma,68303,0.659116,status=FAIL
617,zeta,77475,0.916355,status=WARN
618,epsilon,99028,0.931297,status=OK
619,sgm,29754,0.315420,status=OK
620,epsilon,12308,0.991567,status=OK
621,vector,17337,0.587050,status=OK
622,beta,22758,0.174715,status=FAIL
623,zeta,45900,0.909852,status=FAIL
624,delta,72244,0.123855,status=OK
625,epsilon,1884,0.654107,status=FAIL
626,qemu,78179,0.764622,status=WARN
627,sgm,60947,0.072997,status=WARN
628,epsilon,33630,0.525396,status=WARN
629,miss,53342,0.645812,status=OK
630,epsilon,36587,0.656173,status=WARN
631,miss,38727,0.081094,status=WARN
632,beta,87333,0.964691,status=OK
633,epsilon,24646,0.700837,status=WARN
634,beta,67042,0.346994,status=FAIL
635,miss,50122,0.543175,status=OK
636,alpha,94278,0.362910,status=WARN
637,alpha,51072,0.847950,status=FAIL
638,beta,66081,0.805460,status=OK
639,miss,37711,0.207830,status=WARN
640,alpha,50936,0.414005,status=WARN
641,vector,11630,0.515918,status=WARN
642,epsilon,52400,0.599336,status=FAIL
643,activity,21816,0.459758,status=WARN
644,wattson,86056,0.772857,status=WARN
645,activity,39647,0.130907,status=OK
646,activity,85571,0.002950,status=OK
647,beta,54645,0.310048,status=OK
648,zeta,58476,0.279653,status=FAIL
649,imx95,93881,0.591973,status=OK
650,ddr,15524,0.648101,status=OK
651,gamma,33532,0.742888,status=FAIL
652,gamma,71166,0.131193,status=WARN
653,qemu,71595,0.243907,status=FAIL
654,zeta,74192,0.011776,status=FAIL
655,imx95,46652,0.940466,status=FAIL
656,vector,7833,0.965088,status=OK
657,ddr,28080,0.695775,status=FAIL
658,activity,26898,0.481959,status=WARN
659,qemu,41502,0.812745,status=WARN
660,alpha,31422,0.505673,status=WARN
661,imx95,62034,0.042917,status=OK
662,activity,56202,0.896605,status=WARN
663,alpha,60149,0.153755,status=OK
664,qemu,298,0.713379,status=OK
665,imx95,6783,0.956245,status=OK
666,ddr,65601,0.723993,status=FAIL
667,zeta,21779,0.496472,status=WARN
668,vector,8291,0.932333,status=FAIL
669,gamma,63175,0.305944,status=FAIL
670,ddr,21708,0.544686,status=WARN
671,beta,74879,0.981582,status=WARN
672,ddr,33484,0.191405,status=FAIL
673,alpha,27423,0.983340,status=WARN
674,activity,53440,0.627174,status=WARN
675,ddr,9736,0.220127,status=FAIL
676,wattson,76187,0.528768,status=WARN
677,epsilon,89860,0.601048,status=FAIL
678,miss,1980,0.240252,status=WARN
679,qemu,13222,0.903460,status=OK
680,zeta,58943,0.857472,status=FAIL
681,epsilon,96129,0.243255,status=WARN
682,epsilon,82393,0.506717,status=OK
683,zeta,55734,0.679555,status=FAIL
684,activity,71356,0.584117,status=OK
685,ddr,73614,0.755169,status=WARN
686,qemu,22287,0.323157,status=OK
687,delta,83433,0.274080,status=FAIL
688,delta,32528,0.249656,status=FAIL
689,cache,3499,0.741779,status=FAIL
690,delta,83888,0.076175,status=WARN
691,vector,40233,0.225213,status=FAIL
692,delta,8066,0.662345,status=FAIL
693,zeta,58586,0.840126,status=WARN
694,zeta,93368,0.649424,status=WARN
695,imx95,37470,0.638246,status=FAIL
696,ddr,39953,0.711326,status=OK
697,sgm,18518,0.185454,status=WARN
698,ddr,47289,0.668552,status=OK
699,cache,88866,0.223314,status=FAIL
700,activity,74603,0.996876,status=WARN
701,gamma,91265,0.135120,status=OK
702,beta,63269,0.819144,status=FAIL
703,miss,9543,0.408190,status=OK
704,sgm,54284,0.809311,status=FAIL
705,zeta,82316,0.253914,status=OK
706,alpha,7085,0.786924,status=WARN
707,gamma,96509,0.237857,status=WARN
708,imx95,57695,0.553573,status=WARN
709,miss,86961,0.793966,status=FAIL
